article_id,clean_text,polarity,subjectivity
11,"super bowl 2026 tv deals: the best sales this week on oleds and other smart tvs ahead of kickoff - engadget. super bowl 2026 tv deals: the best sales this week on oleds and other smart tvs ahead of kickoff&nbsp;&nbsp;engadgetwalmart has a ton of 65-inch tvs on sale ahead of super bowl sunday: samsung, tcl, hisense, more&nbsp;&nbsp;syracuse.comneed a new tv for your super bowl party? several of our favorites are on sale.&nbsp;&nbsp;the new york timessuper bowl stock: walmart slashes electronics prices from tvs to air fryers ahead of big game&nbsp;&nbsp;tipranks‘super’ tvs for the best super bowl experience&nbsp;&nbsp;mansion global",0.3028499278499278,0.4413780663780663
12,"maika monroe returns to her horror roots in resident evil requiem live-action trailer: 'it really felt like chaos' (exclusive) - entertainment weekly. maika monroe returns to her horror roots in resident evil requiem live-action trailer: 'it really felt like chaos' (exclusive)&nbsp;&nbsp;entertainment weeklyresident evil requiem on switch 2 is horrifyingly great&nbsp;&nbsp;ignresident evil's new short film might be the series' best adaptation yet&nbsp;&nbsp;polygonresident evil requiem interview: chainsaws, reinvented zombies, fear balancing, and more&nbsp;&nbsp;playstation.blogresident evil requiem director sets the record straight: 'this isn't an open world game'&nbsp;&nbsp;game informer",-0.3709090909090909,0.6503030303030303
13,"inside xbox, a game studio is trying to reinvent itself - bloomberg. inside xbox, a game studio is trying to reinvent itself&nbsp;&nbsp;bloomberg",-0.4,0.4
27,firefox getting new controls to turn off ai features - macrumors. firefox getting new controls to turn off ai features&nbsp;&nbsp;macrumorsai controls are coming to firefox&nbsp;&nbsp;the mozilla blogmozilla adding ‘off’ switch to ai in firefox&nbsp;&nbsp;gizmodofirefox will soon let you block all of its generative ai features&nbsp;&nbsp;techcrunchmozilla shows off ai browser kill switch for firefox&nbsp;&nbsp;pcmag,0.13636363636363635,0.45454545454545453
14,"pokémon go events this week: february 2 to february 8, 2026 - pokémon go hub. pokémon go events this week: february 2 to february 8, 2026&nbsp;&nbsp;pokémon go hubpokémon go february 2026 community day features vulpix and alolan vulpix&nbsp;&nbsp;pokemon.comniantic reveals all dates for pokémon go’s next season’s community days&nbsp;&nbsp;fandomwirepokémon go january 2026 update key events, raids, and special conditioning&nbsp;&nbsp;the hans indiasolgaleo & lunala return to pokémon go in february 2026&nbsp;&nbsp;bleeding cool news",0.17678571428571427,0.5553571428571429
15,a.i.-psychosis support groups on discord are helping people pick up the pieces after their lives are shattered. - slate. a.i.-psychosis support groups on discord are helping people pick up the pieces after their lives are shattered.&nbsp;&nbsp;slateevidence grows that ai chatbots are dunning-kruger machines&nbsp;&nbsp;futurismsurvey suggests link between chatbot dependency and depression&nbsp;&nbsp;telegraphherald.comanthropic paper flags ‘disempowerment’ risks in real-world ai chats&nbsp;&nbsp;boom fact checkgenerative ai use associated with depressive symptoms: study&nbsp;&nbsp;medical dialogues,0,0
16,"indie critical darling cairn climbs steam charts, reaches 200k copies sold on pc and ps5 in first weekend - eurogamer. indie critical darling cairn climbs steam charts, reaches 200k copies sold on pc and ps5 in first weekend&nbsp;&nbsp;eurogamercairn review – obsession, suffering and awe in a climbing game that hits exhausting new heights&nbsp;&nbsp;the guardianthe thrill of climbing from the comfort of your couch&nbsp;&nbsp;the new york timesbrand-new hit ps5 exclusive game already on sale on ps store&nbsp;&nbsp;playstation lifestylenew ps5 exclusive is the highest-rated game of 2026&nbsp;&nbsp;comicbook.com",-0.06893939393939395,0.40631313131313135
17,"russia-linked apt28 attackers already abusing new microsoft office zero-day - theregister.com. russia-linked apt28 attackers already abusing new microsoft office zero-day&nbsp;&nbsp;theregister.comapt28 uses microsoft office cve-2026-21509 in espionage-focused malware attacks&nbsp;&nbsp;the hacker newsfancy bear exploits microsoft office flaw in ukraine, eu cyber-attacks&nbsp;&nbsp;infosecurity magazinerussian hackers exploit recently patched microsoft office bug in attacks&nbsp;&nbsp;bleepingcomputerweek in review: microsoft fixes exploited office zero-day, fortinet patches forticloud sso flaw&nbsp;&nbsp;help net security",0.06818181818181818,0.2897727272727273
18,"what’s new in android’s february 2026 google system updates - 9to5google. what’s new in android’s february 2026 google system updates&nbsp;&nbsp;9to5googlegoogle play services update includes ctap2 security key support, more&nbsp;&nbsp;droid lifewhat’s new in android’s january 2026 google system updates [u]&nbsp;&nbsp;9to5google",0.10227272727272727,0.5909090909090909
19,2027 ferrari 849 testarossa first drive review: don’t fear the future - the drive. 2027 ferrari 849 testarossa first drive review: don’t fear the future&nbsp;&nbsp;the drive2027 ferrari 849 testarossa drive: bullet with butterfly wings&nbsp;&nbsp;car and driverbrilliant! why the 849 testarossa we drove is ferrari’s smartest supercar of all time&nbsp;&nbsp;motortrendferrari 849 testarossa review: ‘a drive like no other’&nbsp;&nbsp;the telegraphdriven: the 849 testarossa is ferrari at its best&nbsp;&nbsp;road & track,0.15625,0.29166666666666663
20,"windows 11 26h2 confirmed for later this year, as references spotted on windows update page - windows latest. windows 11 26h2 confirmed for later this year, as references spotted on windows update page&nbsp;&nbsp;windows latest8 new windows 11 features expected to arrive with the february 2026 update&nbsp;&nbsp;windows centralmicrosoft promises a big february patch - but will it fix what's broken with windows 11 today?&nbsp;&nbsp;zdnetwindows 11 users report critical bugs in newest kb5074105 optional january update&nbsp;&nbsp;neowini don't normally recommend installing windows 11's optional updates – but in the case of this bug, i'd make an exception&nbsp;&nbsp;techradar",0.0987603305785124,0.518595041322314
21,google gemini will soon make switching from chatgpt much easier - android police. google gemini will soon make switching from chatgpt much easier&nbsp;&nbsp;android policegoogle will make it easier to import chatgpt conversations to gemini&nbsp;&nbsp;testingcatalogswitching to gemini from another chatbot may soon get much easier&nbsp;&nbsp;android authoritygoogle's gemini prepares cross-platform ai chat migration as competition for conversational data intensifies&nbsp;&nbsp;webpronewsgoogle gemini tests chatbot history import tool&nbsp;&nbsp;findarticles.com,0.20000000000000004,0.20000000000000004
22,"the division: definitive edition shadow dropped for $50 with zero improvements - insider gaming. the division: definitive edition shadow dropped for $50 with zero improvements&nbsp;&nbsp;insider gamingthe division: definitive edition quietly launches — but it's not the remaster some had hoped for&nbsp;&nbsp;igntom clancy’s the division - definitive edition is here and it’s the most complete way to play&nbsp;&nbsp;thexboxhubthe division: definitive edition has been quietly released – wgb&nbsp;&nbsp;wolfsgamingblog.comthe division: definitive edition has appeared on the xbox store, seemingly ending hopes of a remaster&nbsp;&nbsp;video games chronicle",0.15,0.39166666666666666
23,"xander pero shares his top five cards from mega evolution—ascended heroes - pokemon.com. xander pero shares his top five cards from mega evolution—ascended heroes&nbsp;&nbsp;pokemon.com'pokémon tcg: ascended heroes' is the largest english set ever&nbsp;&nbsp;hypebeast.compokemon tcg new expansion set delayed, fans and tournament players face frustration&nbsp;&nbsp;the express tribunepokémon ascended heroes cards won’t be tournament legal for european championship following fan concerns&nbsp;&nbsp;video games chroniclethe 10 most valuable ascended heroes pokémon cards that i'm already chasing&nbsp;&nbsp;ign",0.22954545454545452,0.28181818181818186
24,"i’m already tired of ‘nintendo switch 2 editions’, and even new mario wonder content can’t change that - ign. i’m already tired of ‘nintendo switch 2 editions’, and even new mario wonder content can’t change that&nbsp;&nbsp;ignsuper mario bros. wonder’s switch 2 edition is a surprise mario party game&nbsp;&nbsp;polygonpreview: so far, super mario bros. wonder on switch 2 isn't making a great case for itself&nbsp;&nbsp;nintendo lifesuper mario wonder turns into mario party with the bellabel park expansion&nbsp;&nbsp;gamespotsuper mario bros. wonder preview - amusing attractions in an attractive amusement park&nbsp;&nbsp;game informer",0.23400673400673405,0.7473063973063973
25,"metroid prime 4: beyond sales have got off to a slow start - nintendo life. metroid prime 4: beyond sales have got off to a slow start&nbsp;&nbsp;nintendo lifenintendo silent on metroid prime 4: beyond sales, prompting fan concern over the series' future&nbsp;&nbsp;ignswitch 2 eshop charts for feb. 1st, 2026&nbsp;&nbsp;gonintendolack of metroid prime 4 sales numbers from nintendo's financial report suggests it didn't sell well&nbsp;&nbsp;tech4gamersmetroid prime 4: beyond is absent from the switch 1 & 2 million-seller list as of december 31, 2025&nbsp;&nbsp;shacknews",-0.15000000000000002,0.22499999999999998
26,"azure striker gunvolt trilogy enhanced ‘connect ix’ copen mode update now available - gematsu. azure striker gunvolt trilogy enhanced ‘connect ix’ copen mode update now available&nbsp;&nbsp;gematsuazure striker gunvolt trilogy enhanced connect ix mode update available&nbsp;&nbsp;playasia blogazure striker gunvolt trilogy enhanced adds 'connect ix mode'&nbsp;&nbsp;netto's game roomazure striker gunvolt trilogy enhanced free update adds new mode, makes copen playable&nbsp;&nbsp;gonintendoazure striker gunvolt trilogy enhanced gets epic connect ix update&nbsp;&nbsp;hey poor player",0.03939393939393939,0.5090909090909091
28,"google's genie 3 is 'the end of gaming studios' as 'gta 6 greenland edition' stuns fans - ladbible. google's genie 3 is 'the end of gaming studios' as 'gta 6 greenland edition' stuns fans&nbsp;&nbsp;ladbiblegenie 3&nbsp;&nbsp;google deepmindproject genie: experimenting with infinite, interactive worlds&nbsp;&nbsp;blog.googlegoogle’s ai helped me make bad nintendo knockoffs&nbsp;&nbsp;the vergeai fears behind gaming selloff are overblown, mbank says&nbsp;&nbsp;bloomberg",-0.5499999999999999,0.6833333333333333
29,"ai is coming for rodeo, the last major u.s. sport untouched by analytics - axios. ai is coming for rodeo, the last major u.s. sport untouched by analytics&nbsp;&nbsp;axios",0.03125,0.2833333333333333
30,google messages preps the return of a feature you didn't know was gone - android police. google messages preps the return of a feature you didn't know was gone&nbsp;&nbsp;android policegoogle messages could soon bring back a crucial feature that was quietly removed&nbsp;&nbsp;android authoritygoogle messages edit history feature signals shift in digital communication transparency standards&nbsp;&nbsp;webpronewsgoogle messages to restore edit history after 2025 removal&nbsp;&nbsp;winbuzzerwhat new google messages features are rolling out [january 2026]&nbsp;&nbsp;9to5google,0.02727272727272727,0.35757575757575755
31,"as player numbers fall, highguard makes the actually-quite-good 5v5 mode permanent - eurogamer. as player numbers fall, highguard makes the actually-quite-good 5v5 mode permanent&nbsp;&nbsp;eurogamerthe highguard devs explain that terrible game awards reveal&nbsp;&nbsp;kotakuone game idea per day: the true story behind highguard's 'wild' four-year development&nbsp;&nbsp;polygonhighguard review so far&nbsp;&nbsp;ign‘highguard’ maker talks about the game’s dramatic launch&nbsp;&nbsp;bloomberg",-0.3229166666666666,0.5687499999999999
68,"borderlands 4 locks and loads busy 2026 roadmap with free and paid content, cross-platform saves, and better endgame - eurogamer. borderlands 4 locks and loads busy 2026 roadmap with free and paid content, cross-platform saves, and better endgame&nbsp;&nbsp;eurogamerborderlands 4 2026 roadmap&nbsp;&nbsp;borderlands | official websiteborderlands 4 finally gets photo mode in today's major update&nbsp;&nbsp;ignborderlands 4 releases 2026 roadmap for most of the year's upcoming content.&nbsp;&nbsp;mmorpg.comborderlands 4 has a pretty huge patch dropping tomorrow, or so it's assumed&nbsp;&nbsp;mobalytics",0.29204545454545455,0.6454545454545455
32,"rust coreutils continues working toward 100% gnu compatibility, proving trolls wrong - phoronix. rust coreutils continues working toward 100% gnu compatibility, proving trolls wrong&nbsp;&nbsp;phoronixrust coreutils 0.6 brings increased compatibility, removing some unsafe code & more perf&nbsp;&nbsp;phoronixrust coreutils project targets fosdem 2026 debut as memory safety push reshapes unix foundations&nbsp;&nbsp;webpronewsrust coreutils advances toward full gnu compatibility, silencing critics&nbsp;&nbsp;filmogaz",0.11666666666666665,0.65
33,"sony’s flagship wf-1000xm6 earbuds have been leaked on a retail site - engadget. sony’s flagship wf-1000xm6 earbuds have been leaked on a retail site&nbsp;&nbsp;engadgetsony wf-1000xm6 leak reveals a practical redesign, but i need to see a wow feature&nbsp;&nbsp;android centralsony’s next flagship anc wireless earbuds may have been leaked by a retailer.&nbsp;&nbsp;the vergesony to refresh wh-1000xm6 over-ear wireless headphones with new version&nbsp;&nbsp;notebookchecksony’s new premium earbuds are coming soon with a major redesign and new case&nbsp;&nbsp;phonearena",0.09526515151515151,0.4772727272727273
34,"yakuza kiwami 3 day-one patch to address ""quality concerns"" - trueachievements. yakuza kiwami 3 day-one patch to address ""quality concerns""&nbsp;&nbsp;trueachievementsyakuza dev praises switch 2, teases more yakuza games for the platform&nbsp;&nbsp;gonintendolatest creator’s voice spotlights yakuza kiwami 3 & dark ties&nbsp;&nbsp;nintendo insiderdataminers claim yakuza kiwami 3's ending has been changed, with a considerable knock-on effect on the rest of the franchise&nbsp;&nbsp;eurogameryakuza kiwami 3 & dark ties lists its pc features and will be steam deck-verified from the start&nbsp;&nbsp;instant gaming news",0.07499999999999998,0.4375
35,stardew valley turns 10: the big concernedape interview - ign. stardew valley turns 10: the big concernedape interview&nbsp;&nbsp;ign,0,0.1
36,12 useful mini tools that every homeowner should have around the home - slashgear. 12 useful mini tools that every homeowner should have around the home&nbsp;&nbsp;slashgear,0.3,0
37,"why civilization vii is the way it is, and how its devs plan to win critics back - ars technica. why civilization vii is the way it is, and how its devs plan to win critics back&nbsp;&nbsp;ars technicafiraxis celebrates civilization vii first anniversary and announces big changes&nbsp;&nbsp;techpowerupcivilization 7 solidifies its course-correction plans with massive expansion-sized spring update&nbsp;&nbsp;eurogamer""civ 7"": controversial age change to be revised&nbsp;&nbsp;heise onlinecivilization vii ""test of time"" free update makes civ-switching optional, victory conditions reworked&nbsp;&nbsp;gamer matters",0.35000000000000003,0.4979166666666667
38,"⚡ weekly recap: proxy botnet, office zero-day, mongodb ransoms, ai hijacks & new threats - the hacker news. ⚡ weekly recap: proxy botnet, office zero-day, mongodb ransoms, ai hijacks & new threats&nbsp;&nbsp;the hacker newsno place like home network: disrupting the world's largest residential proxy network&nbsp;&nbsp;google cloudexclusive | google aims knockout blow at chinese company linked to massive cyber weapon&nbsp;&nbsp;the wall street journalhere’s how we disrupted a massive, malicious proxy network.&nbsp;&nbsp;blog.googleipcook champions ethical sourcing in wake of google's botnet disruption&nbsp;&nbsp;the national law review",0.07878787878787878,0.5848484848484848
39,"youtube soft confirms a native switch 2 app that’s ‘coming soon’ - nintendo wire. youtube soft confirms a native switch 2 app that’s ‘coming soon’&nbsp;&nbsp;nintendo wirenintendo switch 2 gets major update fans have wanted since launch&nbsp;&nbsp;gamingbiblepopular free streaming app might be coming to nintendo switch 2 this month&nbsp;&nbsp;bgr.comyoutube may be coming to nintendo switch 2 very soon&nbsp;&nbsp;eteknixnintendo switch 2 could be getting the youtube app this month – finally, something to use it for&nbsp;&nbsp;the escapist",0.14375000000000002,0.5499999999999999
40,"google pixel expected to see ‘strongest growth’ in 2026, report says - 9to5google. google pixel expected to see ‘strongest growth’ in 2026, report says&nbsp;&nbsp;9to5google",-0.1,0.4
41,"then and now, part 2 - magic: the gathering. then and now, part 2&nbsp;&nbsp;magic: the gatheringthe spiciest standard decklists from pro tour lorwyn eclipsed&nbsp;&nbsp;magic playgot mirrorform in magic: the gathering’s lorwyn eclipsed? here are the most fun cards to use with it&nbsp;&nbsp;ign“then and now: part 2 unveils striking transformations”&nbsp;&nbsp;filmogazmtg lorwyn eclipsed’s blight curse commander deck review: a deadly brew&nbsp;&nbsp;screenhub australia",0.29999999999999993,0.5857142857142857
42,"microsoft stock (nasdaq:msft) falters on hibernation fix flop, unexpected xbox permaban - tipranks. microsoft stock (nasdaq:msft) falters on hibernation fix flop, unexpected xbox permaban&nbsp;&nbsp;tipranksmicrosoft admits windows hibernation fix didn't fully work&nbsp;&nbsp;theregister.comthe ‘windows won’t shut down’ bug is even worse than we thought&nbsp;&nbsp;pcworldmicrosoft: january update shutdown bug affects more windows pcs&nbsp;&nbsp;bleepingcomputermicrosoft confirms more windows pcs cannot shut down after recent updates&nbsp;&nbsp;neowin",0.0611111111111111,0.5534722222222223
43,'fallout 3 remaster' now free via xbox game pass - player.one. 'fallout 3 remaster' now free via xbox game pass&nbsp;&nbsp;player.onecorrection: fallout 3 remastered is not available on xbox game pass&nbsp;&nbsp;techloythe internet thinks a fallout 3 remaster is coming tomorrow&nbsp;&nbsp;htxt.co.zabethesda keeps the fallout remaster hopium flowing by showing aaron moten inside fallout 3 and new vegas&nbsp;&nbsp;pc gamer‘fallout’ star aaron moten stokes remake rumours with new video&nbsp;&nbsp;nme,-0.04090909090909092,0.5136363636363636
44,russia is building a plasma engine to get humans to mars in 30 days - aol.com. russia is building a plasma engine to get humans to mars in 30 days&nbsp;&nbsp;aol.comview full coverage on google news,0.35,0.55
45,youtube now blocking background playback on mobile browsers - the verge. youtube now blocking background playback on mobile browsers&nbsp;&nbsp;the vergeyoutube may be blocking background play on third-party browsers (update: google confirms)&nbsp;&nbsp;android authorityyoutube background play not working on samsung internet for some&nbsp;&nbsp;piunikawebyoutube is killing free background play workarounds in third-party browsers [u]&nbsp;&nbsp;9to5google'a joke of a company': youtube faces user backlash once again as it halts free background viewing in mobile browsers&nbsp;&nbsp;techradar,0.4,0.8
46,pokémon 30th anniversary nintendo store event announced (us) - nintendo life. pokémon 30th anniversary nintendo store event announced (us)&nbsp;&nbsp;nintendo lifepokemon presents 30th anniversary details 'discovered' in datamine&nbsp;&nbsp;indy100pokémon day 2026 will likely bring major announcements&nbsp;&nbsp;polygonpokémon gen 10 starters descriptions reportedly leaked ahead of pokémon day 2026&nbsp;&nbsp;vice6 things we're desperate to see in pokemon presents 2026&nbsp;&nbsp;gamingbible,-0.17916666666666667,0.8333333333333334
47,"leak confirms galaxy watch 9, ultra 2, and tab s12 are in the works - sammobile. leak confirms galaxy watch 9, ultra 2, and tab s12 are in the works&nbsp;&nbsp;sammobileexclusive: samsung galaxy tab s12 series, galaxy watch ultra2, and galaxy watch9 on the way&nbsp;&nbsp;smartprix.comsamsung’s next wearables and tablets pop up in official database&nbsp;&nbsp;android authoritysamsung is readying a new ultra smartwatch and a massive ipad pro rival&nbsp;&nbsp;digital trendssamsung’s next-gen watches spotted in filings while galaxy ring remains on ice&nbsp;&nbsp;gadgets & wearables",0.04545454545454545,0.48484848484848486
48,"they hid an entire circuit inside a thread thinner than a hair and it actually works - indian defence review. they hid an entire circuit inside a thread thinner than a hair and it actually works&nbsp;&nbsp;indian defence reviewshanghai scientists create computer chip in fiber thinner than a human hair, yet can withstand crushing force of 15.6 tons — fiber packs 100,000 transistors per centimeter&nbsp;&nbsp;tom's hardwarethis hair-thin chip could help cut the link between wearables and phones&nbsp;&nbsp;wareablea flexible digital compute-in-memory chip for edge intelligence&nbsp;&nbsp;naturechinese researchers pioneer flexible chip design for next-generation wearables&nbsp;&nbsp;xinhua",0.05714285714285715,0.35000000000000003
49,"icymi: paper mario-styled rpg 'escape from ever after' has launched on switch - nintendo life. icymi: paper mario-styled rpg 'escape from ever after' has launched on switch&nbsp;&nbsp;nintendo lifeescape from ever after – ps5 review&nbsp;&nbsp;thumb culturepaper mario-inspired escape from ever after launches to high praise&nbsp;&nbsp;gamers heroesescape from ever after review&nbsp;&nbsp;tech-gamingthis obviously paper mario-inspired rpg is finally out ""after 5 long years,"" and it's already getting great reviews on steam and console&nbsp;&nbsp;gamesradar+",0.182,0.638
50,"sega saturn does ray tracing - and no, we're not joking - digital foundry. sega saturn does ray tracing - and no, we're not joking&nbsp;&nbsp;digital foundryis ‘can it do raytracing’ the new ‘can it run doom’?&nbsp;&nbsp;gizmodohomebrew developer runs real-time ray tracing test on 1994 sega saturn — ancient hardware's untapped power revealed, more refinements to come&nbsp;&nbsp;tom's hardwareraytracing on the sega saturn #canitdoraytracing&nbsp;&nbsp;adafruit1994 sega saturn pulls off real-time ray tracing in stunning homebrew demo&nbsp;&nbsp;hothardware",0.28409090909090906,0.48863636363636365
51,"sega talks sonic racing: crossworlds sales, says initial performance didn't meet expectations - nintendo everything. sega talks sonic racing: crossworlds sales, says initial performance didn't meet expectations&nbsp;&nbsp;nintendo everythingsonic racing: crossworlds fails to meets sega's expectations&nbsp;&nbsp;nintendo lifesonic racing: crossworlds shows us kart racing isn’t dead yet&nbsp;&nbsp;big boss battlesonic racing: crossworlds has deceived sega in terms of sales&nbsp;&nbsp;instant gaming newssega targets another million sales for sonic racing: crossworlds&nbsp;&nbsp;twisted voxel",-0.175,0.175
52,the science of the modern base season: why zone 2 isn’t enough anymore - outside magazine. the science of the modern base season: why zone 2 isn’t enough anymore&nbsp;&nbsp;outside magazine,-0.17142857142857146,0.5214285714285715
53,"xbox adds a ton of ""stream your own game"" titles to cloud - windows central. xbox adds a ton of ""stream your own game"" titles to cloud&nbsp;&nbsp;windows centralall 40 titles just added to the game pass stream your own game library&nbsp;&nbsp;viceconsole-free xbox feature adds 40 games including resident evil - full list&nbsp;&nbsp;the mirrorxbox game pass update adds 40 more games to ‘stream your own game’ library&nbsp;&nbsp;opencriticxbox's stream your own game library reportedly expands with 40 more titles&nbsp;&nbsp;windows report",0.03235294117647057,0.623529411764706
54,"i disabled the aicore app on my samsung phone, and here’s why you might want to - android authority. i disabled the aicore app on my samsung phone, and here’s why you might want to&nbsp;&nbsp;android authoritysamsung's hidden ai engine: why users are racing to disable aicore and what it means for mobile intelligence&nbsp;&nbsp;webpronewsturning off google’s aicore on samsung phones sounds easy — here’s what changes&nbsp;&nbsp;bez kablishould you turn off aicore on your samsung phone?&nbsp;&nbsp;sammy fansshould you disable aicore on your samsung phone?&nbsp;&nbsp;filmogaz",-0.033333333333333326,0.44166666666666665
55,"sorry dispatch fans, there's ""no possibility"" of an uncensored physical version on switch - eurogamer. sorry dispatch fans, there's ""no possibility"" of an uncensored physical version on switch&nbsp;&nbsp;eurogamerdispatch devs say uncensored physical switch release not possible, ""can't comment"" on why separate regional releases didn't happen&nbsp;&nbsp;gonintendodispatch is censored on nintendo switch and switch 2, and this might be the reason why&nbsp;&nbsp;video games chronicledispatch dev admits ""people have a right to be pissed"" about switch 2 launch&nbsp;&nbsp;gamespot",-0.10204081632653061,0.5663265306122448
56,"apple's button-less, all-glass iphone 20: the huge redesign coming in 2027 - cnet. apple's button-less, all-glass iphone 20: the huge redesign coming in 2027&nbsp;&nbsp;cnet",0.4000000000000001,0.9
57,"sorry, 8k tvs have flopped - gizmodo. sorry, 8k tvs have flopped&nbsp;&nbsp;gizmodolg pulls the plug on 8k oled and 8k lcd tvs&nbsp;&nbsp;flatpanelshdis an 8k tv worth buying in 2026?&nbsp;&nbsp;slashgearkiss goodbye to 8k as support from the tv industry 'dwindles'&nbsp;&nbsp;pc gamertv manufacturers backing away from 8k&nbsp;&nbsp;dark horizons",-0.2333333333333333,0.7000000000000001
58,penthouse atop wavy new tower on manhattan’s upper east side sells for $25 million - mansion global. penthouse atop wavy new tower on manhattan’s upper east side sells for $25 million&nbsp;&nbsp;mansion global,0.04545454545454545,0.15151515151515152
